customer_id,bureau_score,dpd_15_count_6m,dpd_30_count_6m,dpd_90_count_6m,dpd_30_count_3m,active_loans_count,total_emi_monthly,total_credit_6m,total_debit_6m,avg_monthly_balance_6m,net_cash_surplus_6m,inward_bounce_count_3m,avg_salary_6m,salary_txn_count_6m,salary_amount_cv,salary_date_std,salary_creditor_consistent,salary_missing_months,salary_stability_flag,liquidity_flag,bureau_risk_flag,hard_reject_flag,risk_score,loan_decision,decision_reason
CUST_015019,751,0,0,0,0,4,22482,592149,282658,0,309491,0,96948,6,0.03,3.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015020,750,0,0,0,0,5,30576,101427,349520,38782,-248093,0,20000,6,0.08,2.9,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015021,742,0,0,0,0,8,30620,852974,357080,0,495894,0,143110,6,0.07,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015022,739,0,0,0,0,6,5000,1977909,207766,57087,1770143,0,329086,6,0.08,2.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015023,740,0,0,0,0,3,40904,1628912,386582,46668,1242330,0,274497,6,0.03,3.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015024,749,0,0,0,0,8,16998,108636,230989,69396,-122353,0,20000,6,0.04,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015025,751,0,0,0,0,9,36894,680379,351519,152909,328860,0,110892,6,0.06,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015026,749,0,0,0,0,10,5000,260323,143880,31560,116443,0,46576,6,0.05,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015027,740,0,0,0,0,7,54002,117577,457106,51264,-339529,1,20000,6,0.04,2.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015028,755,0,0,0,0,2,14854,1620907,235458,0,1385449,2,267693,6,0.04,2.7,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015029,749,0,0,0,0,3,27046,1338724,342732,0,995992,0,224719,6,0.08,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015030,754,0,0,0,0,11,7841,1681112,175586,0,1505526,2,278522,6,0.06,2.2,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015031,749,0,0,0,0,5,18499,751203,213286,80959,537917,0,124493,6,0.07,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015032,742,0,0,0,0,8,19519,101872,276834,0,-174962,0,20000,6,0.05,2.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015033,742,0,0,0,0,7,35533,3511854,347808,1567,3164046,0,585411,6,0.08,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015034,736,0,0,0,0,10,26289,113321,309289,0,-195968,1,20000,6,0.05,1.6,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015035,752,0,0,0,0,9,38346,2636535,361643,0,2274892,0,441373,6,0.09,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015036,744,0,0,0,0,1,34652,1559392,389333,0,1170059,0,260630,6,0.04,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015037,744,0,0,0,0,10,31483,119296,302782,0,-183486,1,20000,6,0.03,2.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015038,756,0,0,0,0,1,21094,130979,248987,118010,-118008,0,20000,6,0.05,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015039,740,0,0,0,0,7,18093,854933,211627,0,643306,0,141259,6,0.07,1.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015040,752,0,0,0,0,1,11100,4126918,245333,106304,3881585,0,690518,6,0.09,2.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015041,743,0,0,0,0,4,54387,3235865,495850,7211,2740015,0,541867,6,0.04,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015042,751,0,0,0,0,1,17447,962408,249307,104740,713101,0,159978,6,0.04,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015043,756,0,0,0,0,10,5000,101357,187287,0,-85930,0,20000,6,0.09,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015044,744,0,0,0,0,1,16599,138845,229770,0,-90925,0,20000,6,0.08,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015045,752,0,0,0,0,5,37130,204961,367233,0,-162272,0,37110,6,0.06,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015046,755,0,0,0,0,6,32071,2776042,303155,25894,2472887,0,464959,6,0.06,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015047,755,0,0,0,0,7,5788,3478961,160235,0,3318726,0,581441,6,0.04,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015048,755,0,0,0,0,12,19359,131836,290967,121216,-159131,0,20000,6,0.09,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015049,745,0,0,0,0,1,48137,897165,446640,27853,450525,1,152295,6,0.04,1.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015050,746,0,0,0,0,1,36021,1255307,397944,7612,857363,1,207398,6,0.03,2.3,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015051,749,0,0,0,0,8,11635,3963499,186685,0,3776814,1,657353,6,0.03,2.3,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015052,746,0,0,0,0,8,22221,2793569,283495,0,2510074,0,468642,6,0.07,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015053,746,0,0,0,0,11,35251,121527,397147,57087,-275620,0,20000,6,0.05,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015054,748,0,0,0,0,8,16998,137674,208635,13839,-70961,0,20000,6,0.04,2.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015055,756,0,0,0,0,5,11841,2423268,232274,0,2190994,0,404376,6,0.04,1.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015056,758,0,0,0,0,9,30375,1562579,370101,39152,1192478,0,258005,6,0.05,2.9,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015057,744,0,0,0,0,1,53140,804620,477070,183539,327550,0,136515,6,0.06,1.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015058,743,0,0,0,0,11,22079,3111143,320303,133874,2790840,0,520961,6,0.05,3.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015059,748,0,0,0,0,6,18113,125065,244147,44228,-119082,0,20000,6,0.05,3.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015060,747,0,0,0,0,1,31520,700893,313986,73315,386907,0,117004,6,0.09,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015061,750,0,0,0,0,1,18353,136467,299722,55011,-163255,0,20000,6,0.07,2.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015062,749,0,0,0,0,1,22920,115018,242818,0,-127800,0,20000,6,0.08,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015063,758,0,0,0,0,2,24160,1077242,262283,95843,814959,0,181081,6,0.08,1.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015064,731,0,0,0,0,7,18186,130554,264527,3721,-133973,0,20000,6,0.09,2.0,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015065,748,0,0,0,0,6,10704,137788,257857,0,-120069,1,20000,6,0.08,3.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015066,761,0,0,0,0,1,23276,103669,324548,57328,-220879,0,20000,6,0.04,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015067,761,0,0,0,0,3,21369,1355965,319845,0,1036120,0,222902,6,0.09,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015068,748,0,0,0,0,11,33684,377427,352813,0,24614,1,66162,6,0.03,2.0,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015069,746,0,0,0,0,9,35476,106190,378557,4590,-272367,0,20000,6,0.07,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015070,756,0,0,0,0,5,18127,1067531,277826,0,789705,1,175815,6,0.07,2.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015071,759,0,0,0,0,1,7461,105889,243218,0,-137329,0,20000,6,0.05,2.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015072,747,0,0,0,0,1,38563,2067828,360092,0,1707736,0,346040,6,0.08,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015073,739,0,0,0,0,1,17962,2861608,295852,69206,2565756,0,477753,6,0.07,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015074,738,0,0,0,0,3,5000,118389,157268,70614,-38879,0,20000,6,0.08,2.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015075,747,0,0,0,0,6,11517,590406,232306,136237,358100,0,98401,6,0.08,1.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015076,748,0,0,0,0,1,44905,136654,385673,36736,-249019,0,20000,6,0.09,2.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015077,752,0,0,0,0,1,66332,1963925,578604,23824,1385321,0,327836,6,0.06,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015078,749,0,0,0,0,1,41393,990758,381679,25449,609079,2,168072,6,0.06,3.2,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015079,752,0,0,0,0,2,23600,934909,323396,0,611513,1,158263,6,0.05,2.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015080,742,0,0,0,0,13,42364,791447,447903,24145,343544,0,130051,6,0.07,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015081,757,0,0,0,0,7,27814,161871,303707,0,-141836,0,23926,6,0.1,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015082,749,0,0,0,0,6,49134,142789,412694,65074,-269905,0,25066,6,0.04,3.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015083,751,0,0,0,0,8,30555,1973059,328231,83853,1644828,0,327663,6,0.05,1.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015084,744,0,0,0,0,1,54959,114315,519426,0,-405111,0,20000,6,0.1,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015085,738,0,0,0,0,1,30318,1282145,344388,0,937757,0,215206,6,0.07,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015086,754,0,0,0,0,2,25403,995947,334077,90697,661870,0,166124,6,0.06,2.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015087,756,0,0,0,0,3,39951,1504683,346418,0,1158265,0,251896,6,0.06,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015088,752,0,0,0,0,12,34344,3371739,335722,44690,3036017,0,561887,6,0.1,3.3,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015089,752,0,0,0,0,2,30019,2377966,283034,0,2094932,2,393803,6,0.08,3.3,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015090,752,0,0,0,0,10,12929,2173682,253806,0,1919876,1,363650,6,0.05,3.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015091,752,0,0,0,0,5,54299,825121,494131,0,330990,0,138407,6,0.09,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015092,757,0,0,0,0,10,23273,116963,246516,21406,-129553,0,20000,6,0.1,1.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015093,750,0,0,0,0,4,60342,2008248,522780,26159,1485468,0,331605,6,0.1,2.0,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015094,749,0,0,0,0,2,30742,729280,314263,0,415017,1,122828,6,0.05,3.3,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015095,746,0,0,0,0,1,51073,552148,476857,24633,75291,0,90877,6,0.08,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015096,755,0,0,0,0,1,7618,836921,181161,96556,655760,0,141005,6,0.06,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015097,748,0,0,0,0,10,28741,1392459,311090,0,1081369,0,232418,6,0.08,3.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015098,754,0,0,0,0,2,33648,3271832,301890,122191,2969942,0,543522,6,0.04,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015099,753,0,0,0,0,1,37884,2859992,347805,111029,2512187,0,478742,6,0.08,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015100,739,0,0,0,0,8,7982,826199,242504,0,583695,1,139859,6,0.06,3.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015101,748,0,0,0,0,2,35996,2823742,351616,0,2472126,1,470098,6,0.1,3.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015102,735,0,0,0,0,4,30733,129005,376086,53318,-247081,0,20000,6,0.07,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015103,746,0,0,0,0,13,34425,2730896,405072,0,2325824,0,457108,6,0.09,2.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015104,743,0,0,0,0,3,24015,118803,336683,0,-217880,0,20000,6,0.08,1.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015105,743,0,0,0,0,1,26133,4034724,283318,64819,3751406,0,674877,6,0.09,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015106,751,0,0,0,0,6,37135,2833466,407492,74580,2425974,0,472078,6,0.05,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015107,753,0,0,0,0,1,47930,126240,406072,71842,-279832,0,20000,6,0.03,3.0,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015108,755,0,0,0,0,1,24756,134977,278467,64990,-143490,0,20000,6,0.1,1.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015109,749,0,0,0,0,8,26745,2666944,264292,0,2402652,0,446641,6,0.06,3.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015110,746,0,0,0,0,2,5000,1495192,142357,107067,1352835,0,252238,6,0.07,2.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015111,740,0,0,0,0,1,10452,117989,192900,36860,-74911,0,20000,6,0.06,1.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015112,760,0,0,0,0,5,14735,1863518,233261,114770,1630257,0,312749,6,0.09,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015113,746,0,0,0,0,7,29295,507836,319083,156101,188753,0,84555,6,0.03,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015114,740,0,0,0,0,13,19972,2470932,256980,114148,2213952,0,413583,6,0.08,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015115,754,0,0,0,0,8,24846,1637270,339377,80870,1297893,0,274394,6,0.03,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015116,746,0,0,0,0,2,35223,125461,322216,0,-196755,0,20000,6,0.06,1.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015117,746,0,0,0,0,9,7802,1149605,162592,0,987013,0,193971,6,0.05,1.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015118,755,0,0,0,0,1,30949,652114,309688,0,342426,2,108692,6,0.04,1.6,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015119,754,0,0,0,0,6,45342,964527,384248,0,580279,0,159544,6,0.04,2.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015120,746,0,0,0,0,1,31161,1539942,381002,126887,1158940,0,256133,6,0.08,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015121,744,0,0,0,0,7,18762,135108,295293,63169,-160185,0,20000,6,0.05,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015122,749,0,0,0,0,1,22572,570512,235447,84492,335065,0,93426,6,0.05,2.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015123,751,0,0,0,0,4,26846,5473886,306623,83893,5167263,0,911136,6,0.09,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015124,750,0,0,0,0,6,29204,1714223,323487,0,1390736,0,282847,6,0.09,3.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015125,750,0,0,0,0,6,26749,3416146,324640,0,3091506,0,571628,6,0.05,2.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015126,745,0,0,0,0,1,42694,2676024,434251,71534,2241773,0,442880,6,0.05,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015127,751,0,0,0,0,7,56596,104474,474832,175220,-370358,0,20000,6,0.08,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015128,746,0,0,0,0,3,7427,2470529,225051,24724,2245478,0,412974,6,0.08,2.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015129,747,0,0,0,0,6,5244,136737,200144,0,-63407,2,20000,6,0.09,3.3,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015130,747,0,0,0,0,4,34194,2319340,393019,0,1926321,0,388104,6,0.04,2.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015131,744,0,0,0,0,4,29095,1725751,291989,16516,1433762,0,288192,6,0.06,2.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015132,757,0,0,0,0,18,44218,3865315,372090,70837,3493225,0,645439,6,0.09,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015133,740,0,0,0,0,9,35140,1062362,370461,0,691901,1,178272,6,0.07,1.6,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015134,750,0,0,0,0,4,30234,128053,295282,161825,-167229,0,20000,6,0.05,2.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015135,755,0,0,0,0,5,5000,114229,160493,15742,-46264,0,20000,6,0.07,2.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015136,743,0,0,0,0,6,44976,2721778,423315,19769,2298463,0,456841,6,0.08,2.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015137,741,0,0,0,0,7,24757,538069,290838,81716,247231,0,91871,6,0.05,1.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015138,752,0,0,0,0,6,39799,651649,406699,43140,244950,0,107114,6,0.07,2.0,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015139,748,0,0,0,0,1,25881,135167,272714,0,-137547,0,20000,6,0.07,2.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015140,737,0,0,0,0,10,25003,124393,333930,157145,-209537,0,20000,6,0.05,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015141,752,0,0,0,0,4,26889,467144,305966,0,161178,0,78836,6,0.05,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015142,741,0,0,0,0,2,22580,826315,315689,0,510626,0,136901,6,0.03,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015143,739,0,0,0,0,1,8625,2703921,218251,0,2485670,0,450189,6,0.04,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015144,744,0,0,0,0,4,20324,1643251,249810,22257,1393441,0,275302,6,0.08,2.7,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015145,756,0,0,0,0,4,54419,1163782,489482,80157,674300,0,194654,6,0.05,2.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015146,384,9,11,14,0,15,17074,133665,258047,37352,-124382,0,23610,4,0.19,7.8,0,2,UNSTABLE,ADEQUATE,HIGH,1,0,REJECT,Critical risk factors detected
CUST_015147,747,0,0,0,0,11,52993,136391,511834,0,-375443,0,20000,6,0.1,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015148,748,0,0,0,0,5,5000,2118063,138393,4956,1979670,0,350708,6,0.09,2.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015149,755,0,0,0,0,3,42106,2216918,437500,33153,1779418,0,368932,6,0.06,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015150,752,0,0,0,0,2,14385,1697192,197223,0,1499969,0,283594,6,0.06,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015151,754,0,0,0,0,8,14932,120993,272356,52834,-151363,0,20000,6,0.05,1.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015152,748,0,0,0,0,3,45312,989491,446340,38496,543151,0,164274,6,0.08,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015153,744,0,0,0,0,10,47317,1527715,406010,0,1121705,0,256089,6,0.04,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015154,749,0,0,0,0,1,24776,1104262,334569,53109,769693,0,182688,6,0.05,1.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015155,751,0,0,0,0,11,14361,1164542,270166,17157,894376,0,193338,6,0.07,3.1,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015156,745,0,0,0,0,9,31803,4166454,337134,0,3829320,0,691257,6,0.09,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015157,752,0,0,0,0,2,5030,623425,174155,38147,449270,0,103066,6,0.08,1.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015158,751,0,0,0,0,1,11946,1039634,197248,0,842386,0,169996,6,0.08,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015159,747,0,0,0,0,1,51134,121810,470893,40724,-349083,0,20000,6,0.05,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015160,752,0,0,0,0,8,26915,1646491,294425,3152,1352066,0,271376,6,0.06,3.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015161,754,0,0,0,0,2,30567,907234,315108,0,592126,0,152106,6,0.05,2.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015162,750,0,0,0,0,1,24959,474360,340579,0,133781,0,76692,6,0.09,2.0,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015163,738,0,0,0,0,11,62674,1715703,500663,95921,1215040,0,286177,6,0.07,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015164,746,0,0,0,0,5,41825,2507358,384854,41281,2122504,0,418455,6,0.06,3.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015165,746,0,0,0,0,5,45113,1207280,434546,103119,772734,0,202397,6,0.05,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015166,749,0,0,0,0,4,16482,2677842,240129,118052,2437713,0,446866,6,0.07,2.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015167,749,0,0,0,0,15,17027,2167655,249707,0,1917948,0,362387,6,0.05,2.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015168,749,0,0,0,0,1,39464,113803,348280,163327,-234477,0,20000,6,0.07,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015169,752,0,0,0,0,1,16042,110809,213278,0,-102469,0,20000,6,0.03,1.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015170,750,0,0,0,0,12,28856,758369,358509,5258,399860,0,124388,6,0.09,3.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015171,752,0,0,0,0,17,6295,730148,226301,0,503847,2,122380,6,0.1,2.6,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_015172,755,0,0,0,0,1,35480,1251394,410160,0,841234,0,210942,6,0.09,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015173,744,0,0,0,0,1,42314,2105302,385487,67804,1719815,0,350170,6,0.05,3.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015174,756,0,0,0,0,4,22717,1004838,328363,100449,676475,0,164842,6,0.07,2.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015175,746,0,0,0,0,7,20999,3293675,284977,161868,3008698,0,546269,6,0.08,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015176,749,0,0,0,0,3,11609,654885,221053,11638,433832,0,106348,6,0.05,2.0,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_015177,745,0,0,0,0,11,53087,127670,430351,0,-302681,1,20000,6,0.07,2.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015178,757,0,0,0,0,10,21067,1259544,318369,0,941175,0,211404,6,0.08,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_015179,745,0,0,0,0,6,31524,129477,316377,0,-186900,1,20000,6,0.09,2.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_015180,742,0,0,0,0,6,21835,706366,232640,104850,473726,0,120655,6,0.08,3.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_015181,757,0,0,0,0,8,11111,120162,199419,11847,-79257,0,20000,6,0.06,3.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
